                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.40073,                0.21176,                0.81318,                0.73558,                0.74038,                0.73822,                0.55617,                 0.4319,                 0.2115,                0.82288,               0.001585,               0.001585,               0.001585
                     88,                 0.3972,                0.21336,                0.81175,                0.73522,                0.74333,                0.73695,                0.55481,                0.43167,                 0.2112,                0.82298,               0.001486,               0.001486,               0.001486
                     89,                0.39898,                0.21313,                0.81056,                0.73756,                0.74289,                0.73846,                0.55478,                0.43241,                 0.2114,                 0.8231,               0.001387,               0.001387,               0.001387
                     90,                0.39424,                0.21007,                0.81394,                0.73932,                0.72842,                0.73416,                0.55545,                0.43208,                0.21124,                0.82302,               0.001288,               0.001288,               0.001288
                     91,                0.39684,                0.20847,                0.81432,                 0.7564,                0.71892,                0.73537,                0.55709,                0.43196,                0.21092,                  0.823,               0.001189,               0.001189,               0.001189
                     92,                0.38849,                0.20769,                0.81128,                 0.7794,                0.70456,                0.73944,                0.55693,                0.43222,                0.20996,                0.82308,                0.00109,                0.00109,                0.00109
                     93,                0.38623,                0.20607,                0.81468,                0.77751,                 0.7004,                0.73282,                0.55654,                0.43235,                0.21015,                0.82316,               0.000991,               0.000991,               0.000991
                     94,                0.38077,                0.20206,                0.81034,                0.74269,                0.73407,                0.73531,                0.55736,                0.43194,                0.20985,                0.82304,               0.000892,               0.000892,               0.000892
                     95,                0.38388,                0.20099,                0.81094,                0.74918,                0.74565,                0.74405,                0.55784,                0.43137,                0.20954,                  0.823,               0.000793,               0.000793,               0.000793
                     96,                0.38147,                0.19959,                0.80757,                 0.7529,                0.74555,                0.74441,                0.55798,                0.43126,                0.20961,                  0.823,               0.000694,               0.000694,               0.000694
                     97,                0.37794,                0.19685,                0.80978,                0.74581,                0.74583,                0.74439,                0.55814,                  0.431,                0.20947,                0.82306,               0.000595,               0.000595,               0.000595
                     98,                 0.3733,                0.19663,                0.80422,                0.74881,                 0.7428,                0.74431,                0.55865,                0.43071,                0.20935,                0.82306,               0.000496,               0.000496,               0.000496
                     99,                0.36856,                0.19271,                0.80871,                 0.7538,                0.74833,                0.74584,                0.55953,                0.43034,                0.20912,                0.82289,               0.000397,               0.000397,               0.000397
                    100,                0.36948,                0.19125,                0.80304,                0.75557,                0.74544,                0.74561,                0.56034,                0.42986,                0.20943,                0.82287,               0.000298,               0.000298,               0.000298
